id,title,organization,city,state,status,created_date
84a14bcb-1152-450e-bd88-ae128d76b7b3,"Vermilion School - Vermilion, OH","ERIE, COUNTY OF",Vermilion,OH,ACTIVE,2026-01-29
82e9561b-beef-4e16-9498-60ac7cb9109c,"Heritage Health SBHC Coeur d'Alene High School - Coeur D Alene, ID",DIRNE COMMUNITY HEALTH CENTER,Coeur D Alene,ID,ACTIVE,2026-01-29
e62174d6-b30a-4d2b-ba04-e081f15a6bc5,"Osborn Middle School - Phoenix, AZ","VALLE DEL SOL, INC",Phoenix,AZ,ACTIVE,2026-01-29
9d497d68-a7af-454c-9455-dff50e5d9f65,"Family Medicine at Elm - High Point, NC","TRIAD ADULT & PEDIATRIC MEDICINE, INC.",High Point,NC,ACTIVE,2026-01-29
d90d4902-a755-429d-a37d-4935e0722d36,"West County High School - Park Hills, MO",GREAT MINES HEALTH CENTER,Park Hills,MO,ACTIVE,2026-01-29
c6e20008-e576-43bc-9dff-92fa45c07686,"Gallatin High School Based Health Center - Gallatin, MO",NORTHWEST HEALTH SERVICES INC,Gallatin,MO,ACTIVE,2026-01-29
4098fd51-e05c-4b26-84db-318a1b1034c8,"Yes Prep - Southeast - Houston, TX",LEGACY COMMUNITY HEALTH SERVICES INC,Houston,TX,ACTIVE,2026-01-29
8d8d094e-3add-4d21-935a-f9300526ecc2,"Fisher Elementary School - Indianapolis, IN",SHALOM HEALTH CARE CENTER INC,Indianapolis,IN,ACTIVE,2026-01-29
d1abafa6-0a41-40ce-bfe7-e2573231f915,"Faith Dental of Berea - Berea, KY",FAITH HEALTHCARE INC,Berea,KY,ACTIVE,2026-01-29
aa26de33-68d0-4856-89c1-e33b9ac61cf9,"Regional Health Reach Monroe - Rochester, NY",REGIONAL HEALTH REACH INC,Rochester,NY,ACTIVE,2026-01-29
5c37855a-da3d-47a0-afe2-d6c75b3671ae,"Greater Portland Health at Harrison Lyseth Elementary School - Portland, ME",PORTLAND COMMUNITY HEALTH CENTER,Portland,ME,ACTIVE,2026-01-29
88dcd23b-35d4-44cc-ae49-9fd6325895ff,"Pardee BlueMD 805 Fairview Road Suite 200 - Asheville, NC","BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.",Asheville,NC,ACTIVE,2026-01-29
3e79eb55-d0d8-44cc-9dc4-695fef895462,"RKM at Freshwater Elementary - Denham Springs, LA","PRIMARY CARE PROVIDERS FOR A HEALTHY FELICIANA, INC.",Denham Springs,LA,ACTIVE,2026-01-29
ccd99a19-4a89-43e9-854f-72c15da00ad1,"Compass Heatlh Inc. - Clinton, MO","COMPASS HEALTH, INC",Clinton,MO,ACTIVE,2026-01-29
2dee2e45-d795-4c68-9c3c-63277c7ca907,"Palm Center Adult Support Services - Hialeah, FL",CITRUS HEALTH NETWORK INC,Hialeah,FL,ACTIVE,2026-01-29
7289920d-5fc5-4cda-98d5-cbaf4d67ec73,"Meridian Health Services Corp - Portland, IN",MERIDIAN HEALTH SERVICES CORP.,Portland,IN,ACTIVE,2026-01-29
ad12204a-ed7f-4f46-981c-fd10ca4a57fb,"Clinical Annex Montgomery - Christiansburg, VA",FREE CLINIC OF NEW RIVER VALLEY INC,Christiansburg,VA,ACTIVE,2026-01-29
1e6b0ab4-d249-4eb2-9494-fdd2dcbb76ba,"Community Refugee and Immigration Services (CRIS) - Columbus, OH","Lower Lights Christian Health Center, INC.",Columbus,OH,ACTIVE,2026-01-29
a5bbdbf5-fa40-448e-a4c5-7f3d665c7bb7,"Healthy Connections, Inc. Hot Springs Central Clinic - Hot Springs National Park, AR","HEALTHY CONNECTIONS, INC.",Hot Springs National Park,AR,ACTIVE,2026-01-29
25ab9310-0ea8-4aaf-a4ba-a5e32ea0da55,"Five Rivers Family Health Center - Dayton, OH",FIVE RIVERS HEALTH CENTERS,Dayton,OH,ACTIVE,2026-01-29
ed5bc7b3-6a64-4f82-974f-020f3e1fa907,"Arlington Community Health Center - Arlington, TX","NORTH TEXAS AREA COMMUNITY HEALTH CENTERS, INC.",Arlington,TX,ACTIVE,2026-01-29
686c22be-f4d0-4fbd-83b3-96b7418d421a,"CHC/SEK/George Nettels - Pittsburg, KS",COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,Pittsburg,KS,ACTIVE,2026-01-29
a7896ba9-59e8-4aa7-9178-747184645317,"Grace CHC SBH Stinnett Elementary School - Hoskinston, KY",GRACE COMMUNITY HEALTH CENTER,Hoskinston,KY,ACTIVE,2026-01-29
143043c9-0c6e-4bb2-9634-687849195662,"Greater Valley Health Center - Kalispell Pharmacy - Kalispell, MT","FLATHEAD COMMUNITY HEALTH CENTER, INC.",Kalispell,MT,ACTIVE,2026-01-29
b9676256-d2ba-4cc4-bdf8-efd35cf8ce36,"LCHC Family Continuity Clinic - Lawton, OK",COMANCHE COUNTY HOSPITAL AUTHORITY (TRUS,Lawton,OK,ACTIVE,2026-01-29
8fcd2365-f2f1-4fd7-90b4-b591de869436,"Frank J. Macchiarola Educational Complex - Brooklyn, NY","SUNSET PARK HEALTH COUNCIL, INC.",Brooklyn,NY,ACTIVE,2026-01-29
b96ab0d7-3d26-44bd-8bb4-1413d4123a18,"Sterling Health Care - Indian Mound - Mt Sterling, KY","STERLING HEALTH SOLUTIONS, INC.",Mt Sterling,KY,ACTIVE,2026-01-29
3d3822a1-bd2b-4e9b-8fe5-f382e1b3866a,"CommWell Health Mobile Dental - Unit 1 - Dunn, NC","TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",Dunn,NC,ACTIVE,2026-01-29
15b40cf1-9978-4edf-95aa-ac5c6a571af9,"Meridian Health Services Corp - Fort Wayne, IN",MERIDIAN HEALTH SERVICES CORP.,Fort Wayne,IN,ACTIVE,2026-01-29
e56e0f33-5ada-4a0a-88a6-9c53e9254476,"Sea Mar CHC - Tumwater 6336 Littlerock Rd. SW - Tumwater, WA",SEA MAR COMMUNITY HEALTH CENTERS,Tumwater,WA,ACTIVE,2026-01-29
5803fb1c-7faa-4cbf-bcd4-498c61e2aad0,"Camarena Health - Coarsegold - Coarsegold, CA",CAMARENA HEALTH,Coarsegold,CA,ACTIVE,2026-01-29
8d3d4194-76e0-4cad-833c-531d426b9442,"Gallatin County High School - Warsaw, KY",TRIAD HEALTH SYSYEMS INC,Warsaw,KY,ACTIVE,2026-01-29
a9bef8aa-43b8-421a-ab5c-69a9c5c3d55f,"CHEBOYGAN INTERMEDIATE SCHOOL - Cheboygan, MI",THUNDER BAY COMMUNITY HEALTH SERVICE INC,Cheboygan,MI,ACTIVE,2026-01-29
93ca531b-87a6-4c3f-aeb2-10ebff359450,"Mercy office at Marshall Co Lewisburg Middle school - Lewisburg, TN","MERCY HEALTH SERVICES, INC.",Lewisburg,TN,ACTIVE,2026-01-29
cdbd3108-ef83-4bca-bf47-99424124270c,"Bentworth Middle School - Bentleyville, PA","Centerville Clinics, INCORPORATED",Bentleyville,PA,ACTIVE,2026-01-29
3bbec8c7-4d81-4ef5-a970-e6e34c7dbc9f,"North Monroe Medical Center - Tallahassee, FL","NORTH FLORIDA MEDICAL CENTERS, INC.",Tallahassee,FL,ACTIVE,2026-01-29
fe123c99-8f85-437f-bfbb-2f4f77734b2f,"Reyes Elementary School - El Paso, TX",PROJECT VIDA HEALTH CENTER,El Paso,TX,ACTIVE,2026-01-29
44d6a8fe-734e-4fc5-89bc-eaf855c6f6dc,"St. Louis High School - Saint Louis, MI",ISABELLA CITIZENS FOR HEALTH,Saint Louis,MI,ACTIVE,2026-01-29
76e11737-2101-4fa4-90b2-2cfc3c6d9804,"Evart Public Schools CAHC - Evart, MI",BALDWIN FAMILY HEALTH CARE,Evart,MI,ACTIVE,2026-01-29
d8c559eb-c4fe-487a-b2e6-5068512beaf2,"Ampla Health North Plumas Medical - Yuba City, CA",AMPLA HEALTH,Yuba City,CA,ACTIVE,2026-01-29
5b4c31de-b7c1-4dfc-93cf-28e17937bffb,"Capstone-Nauvoo - Nauvoo, AL",CAPSTONE HEALTH,Nauvoo,AL,ACTIVE,2026-01-29
8acaf9f7-6e31-4e4d-afdc-a9cdb9ad5414,"School District of Clear Lake- Elementary School - Clear Lake, WI","LAKES COMMUNITY HEALTH CENTER, INC THE",Clear Lake,WI,ACTIVE,2026-01-29
8687a949-c18c-459e-b015-30fa0aa231ac,"Felicita Elementary School - Escondido, CA",NEIGHBORHOOD HEALTHCARE,Escondido,CA,ACTIVE,2026-01-29
c07016d2-6cc6-4aa3-a9a5-da487709feda,"Fecteau - Leary Junior / Senior High School - Lynn, MA","LYNN COMMUNITY HEALTH, INC",Lynn,MA,ACTIVE,2026-01-29
45ab24dc-e0ce-4211-a0a8-e5c99e66019b,"AccessHealth Princeton - Princeton, WV",COMMUNITY HEALTH SYSTEMS INC,Princeton,WV,ACTIVE,2026-01-29
7c37a298-0767-4575-b1dd-fdfa7a7f1f29,"San Ysidro Health South Bay Latino Research Center - Chula Vista, CA","CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",Chula Vista,CA,ACTIVE,2026-01-29
a791e670-88f1-4ad5-ac6b-35ed1d05a504,"Lone Star Family Health Center - Magnolia - Magnolia, TX","Lone Star Community Health Center, Inc.",Magnolia,TX,ACTIVE,2026-01-29
705898a0-ee69-4196-90bd-93a710255eeb,"William Slider Middle School - El Paso, TX",PROJECT VIDA HEALTH CENTER,El Paso,TX,ACTIVE,2026-01-29
baadc083-872b-48ad-a070-cb614acb702c,"Family Medical Center - Pasteur Elementary - Detroit, MI","FAMILY MEDICAL CENTER OF MICHIGAN, INC.",Detroit,MI,ACTIVE,2026-01-29
aa639b1d-26a7-457f-afea-44b4e7c01476,"Alpena Public Schools Besser Elementary School - Alpena, MI",ALCONA CITIZENS FOR HEALTH INC,Alpena,MI,ACTIVE,2026-01-29
89bf4ede-e607-40f1-9c1f-9e23edabc39d,"OneWorld Teen and Young Adult Health Center South - Omaha, NE",ONEWORLD COMMUNITY HEALTH CENTERS INC,Omaha,NE,ACTIVE,2026-01-29
acfc6637-b81c-486c-a29c-c7060913b6cf,"Catherine's Health Center - Mel Trotter - Grand Rapids, MI",CATHERINES HEALTH CENTER,Grand Rapids,MI,ACTIVE,2026-01-29
969df871-7067-4488-b35c-393da386d777,"Community Health Care Center SBHC North Middle School - Great Falls, MT","COMMUNITY HEALTH CARE CENTER, INCORPORATED",Great Falls,MT,ACTIVE,2026-01-29
faf95bec-ca89-41da-861b-e1402dd770cb,"Central Middle School - Park Hills, MO",GREAT MINES HEALTH CENTER,Park Hills,MO,ACTIVE,2026-01-29
159f02e0-32e1-410d-be76-ca97f74724e0,"Valley Health Louisa - Louisa, KY",VALLEY HEALTH SYSTEMS INC,Louisa,KY,ACTIVE,2026-01-29
680f7232-0fef-41b6-8078-67dacc9b604b,"Bourbon Central Elementary School Based Health - Paris, KY","STERLING HEALTH SOLUTIONS, INC.",Paris,KY,ACTIVE,2026-01-29
fc9f0c93-7906-44cb-9b30-4458e64b8996,"Ina Health Center - Tucson, AZ","MARANA HEALTH CENTER, INC",Tucson,AZ,ACTIVE,2026-01-29
400f2f30-ae6a-4623-83f7-2df64ee5d712,"RRHC Administrative Services - Redway, CA","REDWOODS RURAL HEALTH CENTER, INCORPORATED",Redway,CA,ACTIVE,2026-01-29
37f329f6-3808-46b1-a670-b9a2a0385c16,"Union Avenue Extended Administrative site - Memphis, TN",CHRIST COMMUNITY HEALTH SERVICES INC,Memphis,TN,ACTIVE,2026-01-29
ad551242-8d0b-4778-ae1c-1238ba1c9b52,"ARcare-074 - Wynne, AR",ARCARE,Wynne,AR,ACTIVE,2026-01-29
cfbc6d79-201a-4adf-98a7-56142086e0c8,"Care Found Here: Liberty Avenue Health Center - Brooklyn, NY",CARE FOR THE HOMELESS,Brooklyn,NY,ACTIVE,2026-01-29
9144c479-7bab-4832-91cf-3c4ca854aded,"Delphi Community School Corporation - Delphi, IN",PURDUE UNIVERSITY,Delphi,IN,ACTIVE,2026-01-29
de7c7919-559b-42ac-b881-472fd33f2242,Barron Area School District- Ridgeland Elementary Confere... (WI),"LAKES COMMUNITY HEALTH CENTER, INC THE",Ridgeland,WI,ACTIVE,2026-01-29
f8ed0d93-56b7-423e-9c83-46028541cf86,"Mercy Marshall County - 122 East Commerce Street - Lewisburg, TN","MERCY HEALTH SERVICES, INC.",Lewisburg,TN,ACTIVE,2026-01-29
cc4a2d21-bb13-4ced-8553-327572819ceb,"Sun River Health Elsie Owens Health Center - Coram, NY","SUN RIVER HEALTH, INC.",Coram,NY,ACTIVE,2026-01-29
87293693-7704-46dc-90ea-0fb19ab0c056,"CHS Newport Clinic - Newport, TN",CHEROKEE HEALTH SYSTEMS,Newport,TN,ACTIVE,2026-01-29
6fef3d4a-6568-4ebb-abbb-c0c18a5de9e3,"CHS Seymour Primary School Clinic - Seymour, TN",CHEROKEE HEALTH SYSTEMS,Seymour,TN,ACTIVE,2026-01-29
0a763f39-2d40-4d34-90b5-f56c4387796f,"San Diego Family Care - San Diego, CA",SAN DIEGO FAMILY CARE,San Diego,CA,ACTIVE,2026-01-29
c05176aa-3ed6-48b2-849b-e4a633805655,"Island Health Care - Edgartown, MA",ISLAND HEALTH INC.,Edgartown,MA,ACTIVE,2026-01-29
15ffde83-7729-4222-90e1-a8feb2de792a,"Agape Community Health Center, Inc. - University - Jacksonville, FL","AGAPE COMMUNITY HEALTH CENTER, INC.",Jacksonville,FL,ACTIVE,2026-01-29
9b93961a-b73a-453a-8957-db4203d01fc9,"Healthy Connections-Malvern - Malvern, AR","HEALTHY CONNECTIONS, INC.",Malvern,AR,ACTIVE,2026-01-29
675b8191-96bd-41c8-94c9-847bee16ad47,"West Hardin Middle Healthy Kids Clinic - Cecilia, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Cecilia,KY,ACTIVE,2026-01-29
fcdabbcc-9654-414d-90ec-96ab89172dbd,"Valley View Health Center-Admin Building - Piketon, OH",COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,Piketon,OH,ACTIVE,2026-01-29
f94d420b-f713-4e7b-a3e5-5dad4b341455,"LCHC at Primo Center for Women and Children - Chicago, IL",LAWNDALE CHRISTIAN HEALTH CENTER,Chicago,IL,ACTIVE,2026-01-29
0b547486-5789-4220-8a38-9c502ae787d1,"Esperanza Brighton Park - Chicago, IL",ESPERANZA HEALTH CENTERS,Chicago,IL,ACTIVE,2026-01-29
208ad1ce-9c18-45fa-9442-8b8280422ec2,"Community Action Dental Center Kingsville - Kingsville, TX",Community Action Corporation Of South Texas,Kingsville,TX,ACTIVE,2026-01-29
4ea770d1-0ba8-4c39-9496-53f80c85b597,"WestPoint Community Health Center - Bakersfield, CA",CLINICA SIERRA VISTA,Bakersfield,CA,ACTIVE,2026-01-29
c971a800-5f4a-4ca0-b399-4ba72c4954ad,"Mercy office at FSSD Liberty Elementary School - Franklin, TN","MERCY HEALTH SERVICES, INC.",Franklin,TN,ACTIVE,2026-01-29
6e7699b4-d2c8-4d98-bfa0-14a75b068a3d,"Powell Elementary School (SBMH) - Washington, DC",MARY'S CENTER FOR MATERNAL AND CHILD CARE INC.,Washington,DC,ACTIVE,2026-01-29
16680783-f39d-467e-b6c8-170272366c25,"Family Centers Health Care at 986 Bedford - Stamford, CT",FAMILY CENTERS INC,Stamford,CT,ACTIVE,2026-01-29
e261c375-6433-486c-b604-bc89b7ac8eaa,"AccessHealth Associates OB/GYN Clinic - Beckley, WV",COMMUNITY HEALTH SYSTEMS INC,Beckley,WV,ACTIVE,2026-01-29
671643b6-48a0-4502-81e2-0fe5e817881c,"Muskegon High Teen Health Center - Muskegon, MI",HACKLEY COMMUNITY CARE CENTER INC,Muskegon,MI,ACTIVE,2026-01-29
b676ed12-6bbb-435a-afeb-c47a34d6cd0e,"Community Health Center of Southeast Kansas/Edna Elementary - Edna, KS",COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,Edna,KS,ACTIVE,2026-01-29
4ff53c20-b8c4-46db-bc01-61680da620e9,"LCHC at Midway Shelter - Chicago, IL",LAWNDALE CHRISTIAN HEALTH CENTER,Chicago,IL,ACTIVE,2026-01-29
900adc6f-577a-4838-a096-c49cfde7d89e,"Leadership Academy - Sheboygan, WI","LAKESHORE COMMUNITY HEALTH CARE, INC.",Sheboygan,WI,ACTIVE,2026-01-29
a11b1606-6454-47b0-a055-82708e96f50c,"HLH Administration - Lihue, HI",HO-OLA LAHUI HAWAII INC,Lihue,HI,ACTIVE,2026-01-29
0fab761a-49a3-4ac6-a2e9-7a396e7943d3,"CLCHC - Irvine Community Health Center - Irvine, CA",CELEBRATING LIFE COMMUNITY HEALTH CENTER,Irvine,CA,ACTIVE,2026-01-29
1141220d-2e50-408d-8ab3-9d0af6dfb7e2,"Warsaw North Elementary - Warsaw, MO","REGIONAL HEALTH CARE CLINIC, INC.",Warsaw,MO,ACTIVE,2026-01-29
c289c282-32e4-454f-8c38-b722311012a1,"Parkersburg South High School Health and Wellness Center - Parkersburg, WV",RITCHIE COUNTY PRIMARY CARE ASSOCIATION,Parkersburg,WV,ACTIVE,2026-01-29
afe61bb8-4146-465c-893c-a8de1c2f96d6,"LCHC @ Etude Elem - Sheboygan, WI","LAKESHORE COMMUNITY HEALTH CARE, INC.",Sheboygan,WI,ACTIVE,2026-01-29
3f26427b-8050-4532-a92e-3ec45bed4c2e,"Libertyville Behavioral Health Home - Libertyville, IL",LAKE COUNTY HEALTH DEPARTMENT & COMMUNITY HEALTH CENTER,Libertyville,IL,ACTIVE,2026-01-29
af6c1f1b-9691-4edf-bf9c-f2c1749d50c8,"Grace CHC Hayes Lewis Elementary School Based Health - Yeaddiss, KY",GRACE COMMUNITY HEALTH CENTER,Yeaddiss,KY,ACTIVE,2026-01-29
6bfa1d96-1532-408c-890a-385fad3c31f4,"CVCH Behavioral Health East Wenatchee - East Wenatchee, WA",COLUMBIA VALLEY COMMUNITY HEALTH,East Wenatchee,WA,ACTIVE,2026-01-29
2095fc5c-3d88-4ae0-b6e7-ecb8e92dccb7,"La Clinica School-Based Health Center at Phoenix High School - Phoenix, OR",LA CLINCA DEL VALLE FAMILY HEALTH CENTER INC,Phoenix,OR,ACTIVE,2026-01-29
91a1f163-e963-45fb-ae14-92e98cde8579,"Temporary Site - BCCHC Hotel Sanctuary 2 - Staten Island, NY","BEACON CHRISTIAN COMMUNITY HEALTH CENTER, INC.",Staten Island,NY,ACTIVE,2026-01-29
780bbc74-c46e-4b7a-a23a-8db09522db5c,"Charger Health & Wellness Center - Oxford, MS",NORTH MS PRIMARY HEALTH CARE INC,Oxford,MS,ACTIVE,2026-01-29
4a7d9a14-1847-4034-b9fa-7e2b90c90830,"Graham-Kapowsin SBHC - Graham, WA",COMMUNITY HEALTH CARE,Graham,WA,ACTIVE,2026-01-29
fa68cdb1-8da8-45aa-aee4-c5c9005809ad,"Edison Middle School SBHC - Meriden, CT","COMMUNITY HEALTH CENTER, INCORPORATED",Meriden,CT,ACTIVE,2026-01-29
4ae59fc4-fbb9-4b96-9d48-1cabb9fe5755,"San Bernardino Health Center - San Bernardino, CA",SAN BERNARDINO PUBLIC HEALTH,San Bernardino,CA,ACTIVE,2026-01-29
85aee99e-25df-49e7-8076-adf5ed49f02b,"Indian Lake School-Based Health Center - Lewistown, OH",COMMUNITY HEALTH & WELLNESS PA,Lewistown,OH,ACTIVE,2026-01-29
4bc3457e-3de1-4df6-bb56-d2bbb0830c93,"FMC - SBHC McKinley STEM Academy - Steubenville, OH",CHANGE INC,Steubenville,OH,ACTIVE,2026-01-29
584adb73-ffa8-48e5-aabe-f4fa6d8bad7d,"PMS - Espanola Family Wellness Center - Espanola, NM",PRESBYTERIAN MEDICAL SERVICES,Espanola,NM,ACTIVE,2026-01-29
3f3c1024-01b8-48d1-a28c-8db60b92c430,InterCommunity's Trantolo Health Center at East Hartford ... (CT),INTERCOMMUNITY INC,East Hartford,CT,ACTIVE,2026-01-29
8a7d5976-5c3e-4258-a939-0d25d91b4985,"Greenbrier East High Wellness Center - Lewisburg, WV",RAINELLE MEDICAL CENTER,Lewisburg,WV,ACTIVE,2026-01-29
793106ed-034e-46cb-9eeb-c41903241a7c,"Chiricahua Community Health Centers, Inc. Call Center - Douglas, AZ",CHIRICAHUA COMMUNITY HEALTH CENTERS INC,Douglas,AZ,ACTIVE,2026-01-29
582b405b-7efa-4113-a290-52b0d99bfbde,"Nehalem Elementary School - Nehalem, OR",NEHALEM BAY HEALTH CENTER AND PHARMACY,Nehalem,OR,ACTIVE,2026-01-29
8d528b39-7f7f-42d7-81df-4d69e1aa8251,"Greater Portland Health at South Portland Middle School - South Portland, ME",PORTLAND COMMUNITY HEALTH CENTER,South Portland,ME,ACTIVE,2026-01-29
c87ddeb5-9ec8-4b57-af2d-49684cb5607a,"Lancaster West End - Lancaster, PA",UNION COMMUNITY CARE,Lancaster,PA,ACTIVE,2026-01-29
7b59b572-b5a3-4e99-856e-d9b63c7844c8,"OCHC - Hermitage Dental Clinic - Hermitage, MO",OZARKS RESOURCE GROUP,Hermitage,MO,ACTIVE,2026-01-29
2215b4e9-cbaa-4f8d-a053-07138259cb3f,"CommuniCare Health Centers - Vital Life Wellness Broadway - San Antonio, TX","Barrio Comprehensive Family Health Care Center, Inc.",San Antonio,TX,ACTIVE,2026-01-29
40465ccc-1d53-4f6f-9e57-75b74eb63002,"Statesboro Pediatrics and Family Healthcare - Statesboro, GA",EAST GA HEALTHCARE CENTER,Statesboro,GA,ACTIVE,2026-01-29
b9de69f0-9583-4d6d-a707-c8827559e6c4,"LaSante Health Center Administrative Site - Brooklyn, NY","LASANTE HEALTH CENTER, INC.",Brooklyn,NY,ACTIVE,2026-01-29
c139d810-585d-423a-9a2c-ba632cdf270d,"AccessHealth Mabscott Elementary School-Based Clinic - Beckley, WV",COMMUNITY HEALTH SYSTEMS INC,Beckley,WV,ACTIVE,2026-01-29
9928e2b9-2b6c-4f69-91f9-47dc0888477c,"Jordan Health at Community Place - Rochester, NY",ANTHONY L. JORDAN HEALTH CORPORATION,Rochester,NY,ACTIVE,2026-01-29
48d2b754-da23-40fc-a7fe-18a3862e3ab0,"Blacktail Medical Clinic - Dillon, MT","BUTTE-SILVER BOW PRIMARY HEALTH CARE CLINIC, INC",Dillon,MT,ACTIVE,2026-01-29
e3493dcf-ddd3-4f7c-a4e5-a023c4e3ef21,"Bridge Community Health Clinic - Wausau West HS - Wausau, WI","PRIMARY CONNECTION HEALTHCARE, INC",Wausau,WI,ACTIVE,2026-01-29
a41bff55-b856-44bd-bf59-853ff004e7f3,"North Mercer School - Mercer, MO",INFINITY HEALTH,Mercer,MO,ACTIVE,2026-01-29
3f9a278c-f6e4-4287-99f6-bdbc75a54644,"Lane County Clinical Financial Services Office - Eugene, OR",LANE COUNTY OREGON,Eugene,OR,ACTIVE,2026-01-29
71f9e1da-a120-4c72-9afd-ce95d3f7e2dc,"Glen View Elementary School - Escondido, CA",NEIGHBORHOOD HEALTHCARE,Escondido,CA,ACTIVE,2026-01-29
13f6898d-9dd9-4080-bae5-3ea734dc9b11,"Southern Nevada Health District, Mobile Unit - Las Vegas, NV",SOUTHERN NEVADA HEALTH DIST,Las Vegas,NV,ACTIVE,2026-01-29
1b9f6434-c470-41ad-8195-7e4ee683bfa7,"RHCHC Sigourney Elementary School - Sigourney, IA","RIVER HILLS COMMUNITY HEALTH CENTER, INC",Sigourney,IA,ACTIVE,2026-01-29
15ea764e-d316-4e08-9439-a88ceffc84ec,"PMS - Milagro Middle School - Santa Fe, NM",PRESBYTERIAN MEDICAL SERVICES,Santa Fe,NM,ACTIVE,2026-01-29
1c3ad9e8-ce33-4835-98dd-d8a89d96a829,"Frontera Healthcare Network - Mason Admin - Mason, TX",Frontera Healthcare Network,Mason,TX,ACTIVE,2026-01-29
5181da2b-1a8a-4cae-bfc1-69d4199d8b36,"Salem Healthy Kids Clinic - Russell Springs, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Russell Springs,KY,ACTIVE,2026-01-29
1eccedf3-2eab-48f3-9288-4d91fe05424e,"Alcona Health Center Mobile Unit - Alpena, MI",ALCONA CITIZENS FOR HEALTH INC,Alpena,MI,ACTIVE,2026-01-29
4fad92b7-e05a-4fa9-8f9d-4caf7b51c9e6,"CHCRR Administration - Rutland, VT","COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION, INC.",Rutland,VT,ACTIVE,2026-01-29
9c9b9853-b75d-4c0b-bb86-08a38f75c4c1,"Sudlersville Elementary School - Sudlersville, MD","CHOPTANK COMMUNITY HEALTH SYSTEM, INC.",Sudlersville,MD,ACTIVE,2026-01-29
2700cdbc-6612-445f-adfc-e913ddba9d01,"GCHC Burton Location - Burton, MI",GENESEE HEALTH SYSTEM,Burton,MI,ACTIVE,2026-01-29
3eceb281-42d8-4389-b6d3-748ff2101ad1,"Randall Sq Specialty Clinic Suite 308 - Providence, RI","THE PROVIDENCE COMMUNITY HEALTH CENTERS, INC.",Providence,RI,ACTIVE,2026-01-29
3c3cfd01-e36f-4327-a3b1-5ebea61d3274,"Eskenazi Health Center North Illinois Street - Indianapolis, IN",THE HEALTH & HOSPITAL CORPORATION OF MARION COUNTY,Indianapolis,IN,ACTIVE,2026-01-29
d34059af-8102-4124-876b-e3a0522b8b28,"Hillsboro School-Based Health Center - Hillsboro, OR",VIRGINIA GARCIA MEMORIAL HEALTH CENTER,Hillsboro,OR,ACTIVE,2026-01-29
4a7c6991-cf54-4f81-9cb7-9ad134beeff0,"Saban Community Clinic - Los Angeles, CA",NORTHEAST VALLEY HEALTH CORPORATION,Los Angeles,CA,ACTIVE,2026-01-29
db0fa02a-8d36-452c-8364-ceb821629a19,"Alliance Health Centers- Washington Blvd - Fort Wayne, IN",ALLIANCE HEALTH CENTERS INC,Fort Wayne,IN,ACTIVE,2026-01-29
fbcced88-5154-429d-a3b7-56db67260455,"PMS - Wood Gormley Elementary School - Santa Fe, NM",PRESBYTERIAN MEDICAL SERVICES,Santa Fe,NM,ACTIVE,2026-01-29
f98354b7-47ef-4a5d-bd0b-1bdfacce31fd,"SALVATION ARMY OF SANTA MARIA - Santa Maria, CA",COUNTY OF SANTA BARBARA,Santa Maria,CA,ACTIVE,2026-01-29
8fde6808-93c7-4557-afb2-0ac8c93c0cbd,"Good Shepherd Community Clinic, Inc-2401 N Commerce - Ardmore, OK","GOOD SHEPHERD COMMUNITY CLINIC, INC.",Ardmore,OK,ACTIVE,2026-01-29
76c96009-3d67-4bb4-b5ce-67758859e123,"FHS @ Sandusky Intermediate School - Sandusky, OH",FAMILY HEALTH SERVICES OF ERIE COUNTY,Sandusky,OH,ACTIVE,2026-01-29
cee9c5f5-707c-460b-aca3-d5a80f9f5bba,"Community Medical Centers, Lodi East - Lodi, CA","COMMUNITY MEDICAL CENTERS, INC.",Lodi,CA,ACTIVE,2026-01-29
4f9ab421-d32e-42d4-b2f9-ca5d24396536,"Greater Portland Health at Presumpscot Elementary School - Portland, ME",PORTLAND COMMUNITY HEALTH CENTER,Portland,ME,ACTIVE,2026-01-29
001350b9-bb71-4248-aedb-63d7cc07ad63,"Central High School SBWC - Pueblo, CO",PUEBLO COMMUNITY HEALTH CENTER,Pueblo,CO,ACTIVE,2026-01-29
38528cb1-a227-4856-a312-b2a74f469c56,"VHC Moorpark -Internal Medicine - San Jose, CA",COUNTY OF SANTA CLARA,San Jose,CA,ACTIVE,2026-01-29
5258a4ee-11c3-4055-87cd-60387f7d9c5e,"La Clinica Vallejo - Vallejo, CA","LA CLINICA DE LA RAZA, INC.",Vallejo,CA,ACTIVE,2026-01-29
f9c32844-f076-4087-b017-56d73e0b60a7,"MAHEC at McDowell Academy & Early College - Marion, NC","Mountain Area Health Education Center, INC.",Marion,NC,ACTIVE,2026-01-29
